naics_6,naics_title,sector_naics_2,sector_profile_id,confidence,mapping_method
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",31-33,manufacturing.industrial_b2b,high,naics4_rule
331511,Iron Foundries,31-33,manufacturing.industrial_b2b,high,naics4_rule
331512,Steel Investment Foundries,31-33,manufacturing.industrial_b2b,high,naics4_rule
331513,Steel Foundries (except Investment),31-33,manufacturing.industrial_b2b,high,naics4_rule
331523,Nonferrous Metal Die-Casting Foundries,31-33,manufacturing.industrial_b2b,high,naics4_rule
331524,Aluminum Foundries (except Die-Casting),31-33,manufacturing.industrial_b2b,high,naics4_rule
331529,Other Nonferrous Metal Foundries (except Die-Casting),31-33,manufacturing.industrial_b2b,high,naics4_rule
332111,Iron and Steel Forging,31-33,manufacturing.industrial_b2b,high,naics4_rule
332112,Nonferrous Forging,31-33,manufacturing.industrial_b2b,high,naics4_rule
332114,Custom Roll Forming,31-33,manufacturing.industrial_b2b,high,naics4_rule
332117,Powder Metallurgy Part Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",31-33,manufacturing.industrial_b2b,high,naics4_rule
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
332216,Saw Blade and Handtool Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332311,Prefabricated Metal Building and Component Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332312,Fabricated Structural Metal Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332313,Plate Work Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332321,Metal Window and Door Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332322,Sheet Metal Work Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332323,Ornamental and Architectural Metal Work Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332410,Power Boiler and Heat Exchanger Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332420,Metal Tank (Heavy Gauge) Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332431,Metal Can Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332439,Other Metal Container Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332510,Hardware Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332613,Spring Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332618,Other Fabricated Wire Product Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332710,Machine Shops,31-33,manufacturing.industrial_b2b,high,naics4_rule
332721,Precision Turned Product Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
332811,Metal Heat Treating,31-33,manufacturing.industrial_b2b,high,naics4_rule
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",31-33,manufacturing.industrial_b2b,high,naics4_rule
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",31-33,manufacturing.industrial_b2b,high,naics4_rule
332911,Industrial Valve Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332912,Fluid Power Valve and Hose Fitting Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332913,Plumbing Fixture Fitting and Trim Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332919,Other Metal Valve and Pipe Fitting Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332991,Ball and Roller Bearing Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332992,Small Arms Ammunition Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332993,Ammunition (except Small Arms) Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
332996,Fabricated Pipe and Pipe Fitting Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333111,Farm Machinery and Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333120,Construction Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333131,Mining Machinery and Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333132,Oil and Gas Field Machinery and Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333241,Food Product Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333242,Semiconductor Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
333248,All Other Industrial Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333310,Commercial and Service Industry Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333511,Industrial Mold Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
333515,Cutting Tool and Machine Tool Accessory Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333517,Machine Tool Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333611,Turbine and Turbine Generator Set Units Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
333613,Mechanical Power Transmission Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333618,Other Engine Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333912,Air and Gas Compressor Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
333921,Elevator and Moving Stairway Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333922,Conveyor and Conveying Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
333991,Power-Driven Handtool Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333992,Welding and Soldering Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333993,Packaging Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333994,Industrial Process Furnace and Oven Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333995,Fluid Power Cylinder and Actuator Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333996,Fluid Power Pump and Motor Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
333998,All Other Miscellaneous General Purpose Machinery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
334111,Electronic Computer Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334112,Computer Storage Device Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334210,Telephone Apparatus Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334290,Other Communications Equipment Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334310,Audio and Video Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
334412,Bare Printed Circuit Board Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334413,Semiconductor and Related Device Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",31-33,manufacturing.advanced_regulated,high,naics4_rule
334417,Electronic Connector Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334419,Other Electronic Component Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",31-33,manufacturing.advanced_regulated,high,naics4_rule
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",31-33,manufacturing.advanced_regulated,high,naics4_rule
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",31-33,manufacturing.advanced_regulated,high,naics4_rule
334514,Totalizing Fluid Meter and Counting Device Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,31-33,manufacturing.advanced_regulated,high,naics4_rule
334516,Analytical Laboratory Instrument Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334517,Irradiation Apparatus Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334519,Other Measuring and Controlling Device Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
334610,Manufacturing and Reproducing Magnetic and Optical Media,31-33,manufacturing.industrial_b2b,high,naics4_rule
335131,Residential Electric Lighting Fixture Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335210,Small Electrical Appliance Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335220,Major Household Appliance Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335311,"Power, Distribution, and Specialty Transformer Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
335312,Motor and Generator Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335313,Switchgear and Switchboard Apparatus Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335314,Relay and Industrial Control Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335910,Battery Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335921,Fiber Optic Cable Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335929,Other Communication and Energy Wire Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335931,Current-Carrying Wiring Device Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335932,Noncurrent-Carrying Wiring Device Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335991,Carbon and Graphite Product Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
336110,Automobile and Light Duty Motor Vehicle Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336120,Heavy Duty Truck Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336211,Motor Vehicle Body Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
336212,Truck Trailer Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
336213,Motor Home Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
336214,Travel Trailer and Camper Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336340,Motor Vehicle Brake System Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336360,Motor Vehicle Seating and Interior Trim Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336370,Motor Vehicle Metal Stamping,31-33,manufacturing.advanced_regulated,high,naics4_rule
336390,Other Motor Vehicle Parts Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336411,Aircraft Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336412,Aircraft Engine and Engine Parts Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336414,Guided Missile and Space Vehicle Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336510,Railroad Rolling Stock Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
336611,Ship Building and Repairing,31-33,manufacturing.industrial_b2b,high,naics4_rule
336612,Boat Building,31-33,manufacturing.industrial_b2b,high,naics4_rule
336991,"Motorcycle, Bicycle, and Parts Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",31-33,manufacturing.industrial_b2b,high,naics4_rule
336999,All Other Transportation Equipment Manufacturing,31-33,manufacturing.industrial_b2b,high,naics4_rule
337110,Wood Kitchen Cabinet and Countertop Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337121,Upholstered Household Furniture Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337122,Nonupholstered Wood Household Furniture Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337126,Household Furniture (except Wood and Upholstered) Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337127,Institutional Furniture Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337211,Wood Office Furniture Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337212,Custom Architectural Woodwork and Millwork Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337214,Office Furniture (except Wood) Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",31-33,manufacturing.furniture_misc,high,naics4_rule
337910,Mattress Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
337920,Blind and Shade Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339112,Surgical and Medical Instrument Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
339113,Surgical Appliance and Supplies Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
339114,Dental Equipment and Supplies Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
339115,Ophthalmic Goods Manufacturing,31-33,manufacturing.advanced_regulated,high,naics4_rule
339116,Dental Laboratories,31-33,manufacturing.advanced_regulated,high,naics4_rule
339910,Jewelry and Silverware Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339920,Sporting and Athletic Goods Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339930,"Doll, Toy, and Game Manufacturing",31-33,manufacturing.furniture_misc,high,naics4_rule
339940,Office Supplies (except Paper) Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339950,Sign Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339991,"Gasket, Packing, and Sealing Device Manufacturing",31-33,manufacturing.furniture_misc,high,naics4_rule
339992,Musical Instrument Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339993,"Fastener, Button, Needle, and Pin Manufacturing",31-33,manufacturing.furniture_misc,high,naics4_rule
339994,"Broom, Brush, and Mop Manufacturing",31-33,manufacturing.furniture_misc,high,naics4_rule
339995,Burial Casket Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
339999,All Other Miscellaneous Manufacturing,31-33,manufacturing.furniture_misc,high,naics4_rule
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423130,Tire and Tube Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423210,Furniture Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423220,Home Furnishing Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423390,Other Construction Material Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423410,Photographic Equipment and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423420,Office Equipment Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423440,Other Commercial Equipment Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423460,Ophthalmic Goods Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423490,Other Professional Equipment and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423510,Metal Service Centers and Other Metal Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423520,Coal and Other Mineral and Ore Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423690,Other Electronic Parts and Equipment Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423710,Hardware Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423830,Industrial Machinery and Equipment Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423840,Industrial Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423930,Recyclable Material Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",42,wholesale.durable_goods,high,naics4_rule
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,42,wholesale.durable_goods,high,naics4_rule
424110,Printing and Writing Paper Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424120,Stationery and Office Supplies Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424130,Industrial and Personal Service Paper Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424210,Drugs and Druggists' Sundries Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",42,wholesale.nondurable_food_grocery,high,naics4_rule
424340,Footwear Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424350,Clothing and Clothing Accessories Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424410,General Line Grocery Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424420,Packaged Frozen Food Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424440,Poultry and Poultry Product Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424450,Confectionery Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424460,Fish and Seafood Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424470,Meat and Meat Product Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424480,Fresh Fruit and Vegetable Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424490,Other Grocery and Related Products Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424510,Grain and Field Bean Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424520,Livestock Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424590,Other Farm Product Raw Material Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424690,Other Chemical and Allied Products Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424710,Petroleum Bulk Stations and Terminals,42,wholesale.nondurable_food_grocery,high,naics4_rule
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),42,wholesale.nondurable_food_grocery,high,naics4_rule
424810,Beer and Ale Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424910,Farm Supplies Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",42,wholesale.nondurable_food_grocery,high,naics4_rule
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",42,wholesale.nondurable_food_grocery,high,naics4_rule
424940,Tobacco Product and Electronic Cigarette Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",42,wholesale.nondurable_food_grocery,high,naics4_rule
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,wholesale.nondurable_food_grocery,high,naics4_rule
425120,Wholesale Trade Agents and Brokers,42,wholesale.durable_goods,high,naics4_rule
441110,New Car Dealers,44-45,retail.auto_dealers,high,naics6_override
441120,Used Car Dealers,44-45,retail.auto_dealers,high,naics6_override
441210,Recreational Vehicle Dealers,44-45,retail.auto_dealers,high,naics6_override
441222,Boat Dealers,44-45,retail.auto_dealers,high,naics6_override
441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",44-45,retail.auto_dealers,high,naics6_override
441330,Tire Dealers,44-45,retail.auto_dealers,high,naics6_override
441330,Automotive Parts and Accessories Retailers,44-45,retail.auto_dealers,high,naics6_override
441340,Tire Dealers,44-45,retail.auto_dealers,high,naics4_rule
444110,Home Centers,44-45,retail.building_home,high,naics4_rule
444120,Paint and Wallpaper Retailers,44-45,retail.building_home,high,naics4_rule
444140,Hardware Retailers,44-45,retail.building_home,high,naics4_rule
444180,Other Building Material Dealers,44-45,retail.building_home,high,naics4_rule
444230,Outdoor Power Equipment Retailers,44-45,retail.building_home,high,naics4_rule
444240,"Nursery, Garden Center, and Farm Supply Retailers",44-45,retail.building_home,high,naics4_rule
445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers),44-45,retail.grocery_food,high,naics4_rule
445131,Convenience Retailers,44-45,retail.grocery_food,high,naics4_rule
445132,Vending Machine Operators,44-45,retail.grocery_food,high,naics4_rule
445230,Fruit and Vegetable Retailers,44-45,retail.grocery_food,high,naics4_rule
445240,Meat Retailers,44-45,retail.grocery_food,high,naics4_rule
445250,Fish and Seafood Retailers,44-45,retail.grocery_food,high,naics4_rule
445291,Baked Goods Retailers,44-45,retail.grocery_food,high,naics4_rule
445292,Confectionery and Nut Retailers,44-45,retail.grocery_food,high,naics4_rule
445298,All Other Specialty Food Retailers,44-45,retail.grocery_food,high,naics4_rule
445320,"Beer, Wine, and Liquor Retailers",44-45,retail.grocery_food,high,naics4_rule
449110,Furniture Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
449121,Floor Covering Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
449122,Window Treatment Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
449129,All Other Home Furnishings Retailers,44-45,retail.building_home,high,naics6_override
449210,Electronics and Appliance Retailers,44-45,retail.building_home,high,naics4_rule
455110,Department Stores,44-45,retail.fuel_general_misc,high,naics4_rule
455211,Warehouse Clubs and Supercenters,44-45,retail.specialty_brick_mortar,high,naics4_rule
455219,All Other General Merchandise Retailers,44-45,retail.fuel_general_misc,high,naics4_rule
# Phase 2 OOS override: 456110 (Pharmacies) routed to retail.specialty_brick_mortar by default but reclassified OUT_OF_SCOPE_REGULATED — DEA + state pharmacy-board oversight require a regulated-retail sub-profile.
456110,Pharmacies and Drug Retailers,44-45,OUT_OF_SCOPE_REGULATED,high,phase2_oos_override
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers",44-45,retail.specialty_brick_mortar,high,naics4_rule
# Phase 2 OOS override: 456130 (Optical) routed to retail.specialty_brick_mortar by default but reclassified OUT_OF_SCOPE_REGULATED — opticians/optometrists have state licensing outside the baseline retail profile.
456130,Optical Goods Retailers,44-45,OUT_OF_SCOPE_REGULATED,high,phase2_oos_override
456191,Food (Health) Supplement Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
456199,All Other Health and Personal Care Retailers,44-45,retail.specialty_brick_mortar,high,naics4_rule
